stateCode,facilityName,facilityId,unitId,associatedStacks,year,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
IL,Joppa Steam,887,6,CS3,2021,7652,7633.9,916212.55,,2242.358,0.4573,1019055.513,0.105,549.292,0.1143,9716385.226,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Baldwin Energy Complex,889,1,,2021,7452,7439.97,3824433.02,,1042.982,0.0625,3711557.415,0.1049,1211.573,0.0729,35388593.676,Coal,Residual Oil,Cyclone boiler,Dry Lime FGD,"Overfire Air,Selective Catalytic Reduction","Baghouse,Electrostatic Precipitator",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Baldwin Energy Complex,889,2,,2021,7280,7269.65,3741919.88,,1183.646,0.0703,3737852.392,0.105,1345.683,0.0791,35639299.033,Coal,Residual Oil,Cyclone boiler,Dry Lime FGD,"Overfire Air,Selective Catalytic Reduction","Baghouse,Electrostatic Precipitator",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Venice,913,CT03,,2021,334,301.22,39568.45,,0.116,0.001,22936.46,0.059,7.968,0.0479,385957.88,Pipeline Natural Gas,,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Venice,913,CT04,,2021,485,443.97,59740.6,,0.175,0.001,34656.198,0.059,12.686,0.0497,583163.973,Pipeline Natural Gas,,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Venice,913,CT05,,2021,98,88.25,7159.52,,0.025,0.001,4981.845,0.0591,2.18,0.0607,83833.117,Pipeline Natural Gas,,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Venice,913,CT2A,,2021,68,53.92,934.75,,0.003,0.0006,558.576,0.0586,0.46,0.111,9397.791,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Venice,913,CT2B,,2021,59,44.66,775.42,,0.002,0.0006,455.212,0.0581,0.377,0.114,7657.734,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Dallman,963,33,,2021,2727,2711.79,344107.16,,295.654,0.1519,380788.527,0.103,126.115,0.0671,3711401.792,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Dallman,963,4,,2021,6517,6495.68,1099275.36,,422.239,0.0846,1042079.204,0.101,321.09,0.0632,10190222.502,Coal,Pipeline Natural Gas,Wet bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,"Baghouse,Electrostatic Precipitator",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Marion,976,123,,2021,7264,7259.75,681942.83,,1652.412,0.3287,1055387.954,0.1058,482.484,0.0945,9984005.091,Coal,"Refuse, Wood",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Marion,976,5,,2021,431,379.92,21278.99,,2.712,0.0264,18627.5,0.0602,9.611,0.082,311875.4,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IL,Marion,976,6,,2021,425,377.56,20944.12,,2.709,0.0232,18475.0,0.0599,9.573,0.0746,309290.5,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Clifty Creek,983,1,CS013,2021,7112,7100.68,1065577.22,,490.451,0.0888,1087219.978,0.103,621.15,0.1195,10596699.937,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone","Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Clifty Creek,983,2,CS013,2021,6595,6579.49,995398.49,,461.353,0.0905,1012519.425,0.103,556.933,0.1147,9868622.913,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone","Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Clifty Creek,983,3,CS013,2021,6820,6797.65,993048.77,,459.562,0.0895,1010279.731,0.103,547.272,0.1145,9846796.055,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone","Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Clifty Creek,983,4,CS046,2021,6199,6175.9,953972.38,,549.593,0.1144,962724.681,0.103,828.564,0.1854,9383285.229,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone","Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Clifty Creek,983,5,CS046,2021,6273,6262.76,997125.53,,575.081,0.1143,1013546.028,0.103,923.513,0.1903,9878622.467,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone","Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Clifty Creek,983,6,CS046,2021,4222,4191.59,590776.12,,370.469,0.1218,599346.218,0.103,821.632,0.2589,5841588.486,Coal,,Wet bottom wall-fired boiler,"Wet Lime FGD,Wet Limestone",Overfire Air,"Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,IPL - Harding Street Station (EW Stout),990,50,,2021,4213,4186.44,206493.39,,0.689,0.001,136382.946,0.0591,42.86,0.0364,2294920.569,Pipeline Natural Gas,,Tangentially-fired,,"Low NOx Burner Technology w/ Separated OFA,Combustion Modification/Fuel Reburning",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Harding Street Station (EW Stout),990,60,,2021,4852,4814.59,241420.9,,0.782,0.001,154848.339,0.0591,52.911,0.0399,2605626.261,Pipeline Natural Gas,,Tangentially-fired,,"Low NOx Burner Technology w/ Separated OFA,Combustion Modification/Fuel Reburning",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Harding Street Station (EW Stout),990,70,,2021,4261,4232.63,1004526.43,,3.036,0.001,601422.071,0.059,337.768,0.0628,10120097.293,Pipeline Natural Gas,,Tangentially-fired,Wet Limestone,"Selective Catalytic Reduction,Combustion Modification/Fuel Reburning",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Harding Street Station (EW Stout),990,GT4,,2021,1322,1182.66,67641.21,,0.264,0.001,51730.899,0.0594,67.937,0.1522,867768.417,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Harding Street Station (EW Stout),990,GT5,,2021,1440,1283.61,72431.82,,0.282,0.001,55787.196,0.0591,72.42,0.1512,938520.917,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Harding Street Station (EW Stout),990,GT6,,2021,1312,1161.82,160838.51,,0.485,0.001,96016.153,0.059,35.353,0.05,1615656.427,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Eagle Valley Generating Station,991,GT1,,2021,2379,2353.11,727214.45,,1.408,0.001,279001.362,0.059,18.237,0.012,4694730.075,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Eagle Valley Generating Station,991,GT2,,2021,2521,2488.52,748676.2,,1.456,0.001,288428.265,0.059,21.687,0.0156,4853376.815,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,IPL - Petersburg Generating Station,994,1,"MS1B, MS1S",2021,2563,2558.46,581626.23,,193.209,0.0633,645000.911,0.103,657.115,0.207,6286548.62,Coal,,Tangentially-fired,"Wet Limestone,Sodium Based",Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,"Additives to Enhance PAC and Existing Equipment Performance,Untreated PAC Sorbent Injection","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,IPL - Petersburg Generating Station,994,2,"MS2B, MS2S",2021,6655,6639.21,2511084.58,,847.269,0.0669,2653033.195,0.103,1057.891,0.0839,25858032.932,Coal,,Tangentially-fired,"Wet Limestone,Sodium Based","Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Selective Catalytic Reduction",Baghouse,"Additives to Enhance PAC and Existing Equipment Performance,Untreated PAC Sorbent Injection","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,IPL - Petersburg Generating Station,994,3,,2021,6460,6433.3,2907939.26,,2198.409,0.1576,2691742.476,0.1029,1130.874,0.0897,26235304.413,Coal,,Tangentially-fired,Wet Limestone,"Selective Catalytic Reduction,Low NOx Burner Technology w/ Closed-coupled OFA","Baghouse,Electrostatic Precipitator","Other (Non PAC) Sorbent Injection,Untreated PAC Sorbent Injection","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,IPL - Petersburg Generating Station,994,4,,2021,7198,7183.32,3217027.59,,2766.59,0.1697,3186614.093,0.1029,2925.962,0.1838,31058612.331,Coal,,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Low NOx Burner Technology w/ Closed-coupled OFA",Electrostatic Precipitator,"Other (Non PAC) Sorbent Injection,Untreated PAC Sorbent Injection","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Michigan City Generating Station,997,12,,2021,4552,4544.28,1631133.77,,658.887,0.0902,1628726.318,0.105,739.523,0.0989,15529440.326,Coal,,Cyclone boiler,Dry Lime FGD,"Overfire Air,Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Cayuga,1001,1,,2021,6585,6572.9,2587294.51,,1028.72,0.0732,2571133.716,0.1029,2484.055,0.1952,25059793.222,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Separated OFA,Selective Catalytic Reduction","Wet Scrubber,Electrostatic Precipitator","Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Cayuga,1001,2,,2021,5953,5940.06,2353271.55,,1203.289,0.0987,2311458.85,0.1029,1613.656,0.1432,22528863.708,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Separated OFA,Selective Catalytic Reduction","Wet Scrubber,Electrostatic Precipitator","Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Cayuga,1001,4,,2021,325,275.38,21171.31,,0.087,0.001,16137.477,0.0612,8.596,0.0879,264316.266,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Edwardsport Generating Station,1004,CTG1,,2021,7990,7980.27,1765676.38,,34.144,0.0049,1763003.337,0.124,363.995,0.0541,14035001.273,Coal,Pipeline Natural Gas,Integrated gasification combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Edwardsport Generating Station,1004,CTG2,,2021,8116,8106.47,1739021.16,,32.717,0.0043,1794344.563,0.1169,408.561,0.0573,15097542.736,Coal,Pipeline Natural Gas,Integrated gasification combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Noblesville,1007,CT3,,2021,6036,6022.63,361678.59,,1.125,0.001,222755.522,0.059,35.878,0.0193,3748381.652,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Noblesville,1007,CT4,,2021,4952,4941.55,290046.03,,0.94,0.001,186238.197,0.059,26.02,0.0167,3133827.18,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,Noblesville,1007,CT5,,2021,4404,4380.13,255609.46,,0.817,0.001,161841.527,0.0591,21.152,0.0166,2723361.402,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IN,R Gallagher,1008,2,,2021,274,271.19,19049.22,,48.899,0.5676,15902.109,0.103,31.468,0.3907,154982.102,Coal,Diesel Oil,Dry bottom wall-fired boiler,"Dry Sorbent Injection (Retired Jun 01, 2021)","Low NOx Burner Technology w/ Overfire Air (Retired Jun 01, 2021)","Baghouse (Retired Jun 01, 2021)",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,R Gallagher,1008,4,,2021,270,265.68,20510.39,,68.329,0.5742,19467.363,0.1029,37.262,0.3319,189737.864,Coal,Diesel Oil,Dry bottom wall-fired boiler,"Dry Sorbent Injection (Retired Jun 01, 2021)","Low NOx Burner Technology w/ Overfire Air (Retired Jun 01, 2021)","Baghouse (Retired Jun 01, 2021)",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,F B Culley Generating Station,1012,2,"CS023, MS2",2021,3630,3587.94,244964.46,,191.972,0.1307,301490.23,0.103,247.837,0.1615,2938494.131,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,F B Culley Generating Station,1012,3,CS023,2021,8471,8463.19,2034893.56,,1326.83,0.1077,2364077.787,0.1029,1337.318,0.1135,23052147.536,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Baghouse,Sodium Based,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Whitewater Valley,1040,1,CS12,2021,619,607.89,10927.47,,157.841,2.472,12601.903,0.1028,19.893,0.3174,122829.162,Coal,Diesel Oil,Dry bottom wall-fired boiler,,"Low NOx Burner Technology (Dry Bottom only),Ammonia Injection,Overfire Air","Electrostatic Precipitator,Baghouse",Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IN,Whitewater Valley,1040,2,CS12,2021,748,733.73,24264.55,,352.493,2.2532,28226.173,0.1021,49.091,0.3181,275113.539,Coal,Diesel Oil,Tangentially-fired,,"Low NOx Burner Technology w/ Separated OFA,Ammonia Injection,Overfire Air","Baghouse,Electrostatic Precipitator",Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IA,Lansing,1047,4,,2021,4090,4073.32,693498.46,,192.503,0.0508,767631.441,0.1036,154.072,0.0426,7326894.854,Coal,,Dry bottom turbo-fired boiler,Dry Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Ammonia Injection,Selective Catalytic Reduction","Electrostatic Precipitator,Baghouse",Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Marshalltown CTs,1068,1A,,2021,692,573.85,11107.26,,0.045,0.001,,,16.914,0.2129,148795.048,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Marshalltown CTs,1068,1B,,2021,689,573.74,12141.97,,0.049,0.001,,,21.151,0.2485,162843.013,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Marshalltown CTs,1068,2A,,2021,1026,864.4,18520.8,,0.069,0.001,,,28.533,0.2409,229514.116,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Marshalltown CTs,1068,2B,,2021,1019,862.94,18239.65,,0.068,0.001,,,29.008,0.2481,226124.6,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Marshalltown CTs,1068,3A,,2021,858,717.57,14540.42,,0.056,0.001,,,25.2,0.2578,185983.562,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Marshalltown CTs,1068,3B,,2021,840,703.37,14261.48,,0.055,0.001,,,24.737,0.2568,182622.432,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Prairie Creek,1073,3,,2021,8274,8269.9,,1737703.24,843.934,0.5525,319028.039,0.1049,435.323,0.2876,3043396.47,Coal,"Other Gas, Pipeline Natural Gas",Dry bottom wall-fired boiler,,Overfire Air,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Prairie Creek,1073,4,,2021,1019,1002.53,,316839.15,16.268,0.052,37162.157,0.0591,64.362,0.1639,626892.71,Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Walter Scott Jr. Energy Center,1082,3,,2021,6581,6533.66,3852760.31,,7235.604,0.3618,4031620.036,0.105,4700.989,0.2196,38440324.359,Coal,Diesel Oil,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology w/ Overfire Air,Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Walter Scott Jr. Energy Center,1082,4,,2021,4508,4500.26,3065184.73,,1125.297,0.0803,3009977.17,0.105,826.516,0.0552,28699265.966,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,"Low NOx Burner Technology w/ Overfire Air,Selective Catalytic Reduction",Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,George Neal North,1091,3,,2021,4702,4651.38,1862903.89,,3328.243,0.3251,1998429.669,0.105,1963.434,0.2015,19054410.321,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,Dry Lime FGD,"Low NOx Burner Technology w/ Overfire Air,Selective Non-catalytic Reduction","Baghouse,Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Burlington (IA),1104,1,,2021,7585,7564.8,1148500.13,,2821.421,0.4676,1247742.65,0.1041,827.666,0.1384,11904710.534,Coal,Natural Gas,Tangentially-fired,,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Overfire Air",Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Ames,1122,7,,2021,7521,7514.75,237974.17,,26.331,0.016,197932.374,0.059,227.552,0.1341,3338954.096,Natural Gas,Refuse,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Ames,1122,8,,2021,1040,1032.46,39253.07,,3.043,0.0188,29980.856,0.059,30.003,0.1089,505757.856,Natural Gas,Refuse,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Streeter Station,1131,7,,2021,1621,1607.54,15030.92,,25.557,0.1352,14364.845,0.0798,36.981,0.2546,218895.089,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,,,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Muscatine,1167,8,,2021,7159,7142.04,380878.12,,1518.069,0.6291,503902.073,0.105,1937.219,0.7964,4804569.458,Coal,Natural Gas,Cyclone boiler,,Overfire Air,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Muscatine,1167,9,,2021,7640,7621.66,877141.4,,59.599,0.0135,1020038.355,0.105,667.53,0.1444,9725780.722,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Overfire Air,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
IA,Summit Lake,1206,1G,,2021,13,5.43,4.95,,0.001,0.0005,155.4,0.0592,0.922,0.6999,2633.9,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Summit Lake,1206,2G,,2021,8,5.46,92.41,,0.001,0.0009,156.3,0.0591,0.927,0.7001,2648.3,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
IA,Earl F Wisdom,1217,1,,2021,97,87.7,870.41,,0.007,0.0032,768.589,0.0647,0.618,0.0703,12710.867,Pipeline Natural Gas,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Earl F Wisdom,1217,2,,2021,252,229.27,11306.93,,0.671,0.0081,12010.03,0.0765,10.178,0.1322,154752.546,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
KS,Cimarron River,1230,1,,2021,31,29.39,578.24,,0.002,0.001,424.777,0.0597,0.901,0.2186,7145.573,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Fort Dodge aka Judson Large,1233,4,,2021,107,100.53,3236.32,,0.012,0.001,2453.762,0.0593,2.639,0.0985,41287.325,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Great Bend Station aka Arthur Mullergren,1235,3,,2021,81,78.44,849.53,,0.003,0.001,623.185,0.0593,0.851,0.0455,10496.845,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Riverton,1239,12,,2021,6700,6611.15,1378953.65,,2.889,0.001,572192.921,0.059,124.414,0.0292,9628162.739,Pipeline Natural Gas,,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Gordon Evans Energy Center,1240,E1CT,,2021,638,536.89,36150.81,,0.545,0.0027,26941.193,0.0602,9.232,0.0516,444997.369,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Gordon Evans Energy Center,1240,E2CT,,2021,561,467.04,28444.87,,0.913,0.0044,22729.053,0.0612,8.667,0.0593,366201.252,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Gordon Evans Energy Center,1240,E3CT,,2021,787,681.47,81494.95,,0.488,0.0019,54565.226,0.0595,15.304,0.0495,913828.824,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,La Cygne,1241,1,,2021,5499,5459.82,3205793.17,,415.365,0.0266,3205478.524,0.1048,1497.274,0.1163,30563661.922,Coal,,Cyclone boiler,Wet Limestone,"Overfire Air,Selective Catalytic Reduction",Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
KS,La Cygne,1241,2,,2021,7242,7213.13,3848665.73,,328.393,0.016,3812176.51,0.1046,1410.457,0.0784,36355967.175,Coal,Other Oil,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology w/ Overfire Air,Low NOx Burner Technology (Dry Bottom only),Overfire Air,Selective Catalytic Reduction",Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
KS,Hutchinson Energy Center,1248,CT-1,,2021,562,496.79,10853.63,,37.067,0.1722,,,118.809,0.8718,233628.3,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,Hutchinson Energy Center,1248,CT-2,,2021,512,454.21,10827.11,,33.308,0.1688,,,106.884,0.8686,210268.4,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,Hutchinson Energy Center,1248,CT-3,,2021,351,310.89,8341.2,,33.396,0.2509,,,94.1,0.9508,173470.7,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,Hutchinson Energy Center,1248,CT-4,,2021,77,62.84,2713.62,,18.255,0.5,,,43.812,1.2,73020.2,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,Lawrence Energy Center,1250,4,"MS4N, MS4S",2021,7135,7102.77,558761.87,,76.422,0.0228,625191.685,0.1038,369.909,0.1218,5972343.129,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,"Baghouse,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
KS,Lawrence Energy Center,1250,5,,2021,6093,6067.06,1509970.47,,196.948,0.0271,1459728.995,0.105,907.349,0.1272,13918069.333,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,"Baghouse,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
KS,Chanute 2,1268,14,,2021,4760,4665.06,194661.37,,0.745,0.001,147499.876,0.0589,105.89,0.0863,2481944.089,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Coffeyville,1271,4,,2021,56,38.86,240.29,,0.001,0.0008,208.609,0.0635,0.265,0.0795,3504.434,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Quindaro,1295,CT2,,2021,219,201.6,4880.74,,0.081,0.0011,,,68.101,1.2,113501.0,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,Quindaro,1295,CT3,,2021,229,214.72,6173.96,,0.086,0.002,,,67.508,1.2,112513.2,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,McPherson 2,1305,GT1,CP001,2021,488,447.78,13821.22,,0.072,0.0009,,,89.846,0.7518,218021.5,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
KS,McPherson 2,1305,GT2,,2021,335,308.53,10812.88,,0.081,0.0012,,,88.573,1.0829,157821.9,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G2"
